MARTINEZ_RODRIGUEZ_JOKIN 87 436
PERALES_RODRIGUEZ_JON 71 438
OTEGI_RUBIO_JON 70 445
SANDIA_RUGARCIA_JESUS 80 447
ALUNDA_RUIZ_DAVID 70 448
DIAS_RUIZ_MATHEU 83 450
ONDARRA_SAEZ_GONZALO 76 454
GAMBOA_SAINZ_UNAI 89 455
SIERRA_SAIZ_HARITZ 81 457
INTXAURRONDO_SALABERRI_IOSU 92 459
LAVESA_SALAS_UNAI 78 462
GARCIA_SALIDO_ANDER 87 464
AZURMENDI_SEBASTIAN_EKAITZ 87 467
MOYA_SEGUNDO_ADRIAN 77 468
DAPARTE_SANDSTROM_DAVID 82 473
ARAMBURU_SANTISO_OIHANE 78 474
MARTINEZ_SANZ_SERGIO 79 475
ARANA_SASIETA_PAUL 82 478
AJONA_SENDON_IÑKI 80 480
VESGA_SETIEN_GORKA 77 482
CRESPO_SILVA_ILARGI 76 483
BARANDIARAN_SISTIAGA_JOKIN 80 484
RADOSLAVOV_SOLENKOV_VESELIN 79 485
REBOLLAR_SORARRAIN_IGOR 90 486
VENTOSA_SUAREZ_JULEN 71 488
ISIDORO_TAMAYO_ASIER 79 491
LERCHUNDI_TERES_JULEN 71 492
GARITAONANDIA_TUBIA_ANE 72 495
AMUNDARAIN_UGARTE_XABIER 83 497
MARTINEZ_URANGA_EGOITZ 82 498
ATXA_URBINA_IBON 90 499
GOROSPE_URRA_MAITE 68 503
FERNANDEZ_VALDERRAMA_AITOR 72 506
ARGUINZONIZ_VALLEJO_EDUARDO 92 508
VALLEJO_VENEGAS_RUBEN 82 511
GOMEZ_VILLALON_ANDER 73 514
GUTIERREZ_YERGA_ERITZ 76 517
AZPIROZ_ZABALA_JUAN 80 518
ALDABURU_ZUBIA_MARKEL 85 522
UNSAIN_ZUBILLAGA_AITOR 80 523
GALLASTEGI_ZULAIKA_MUITZE 77 526
